,Type,gender,age,height,weight,EER[kcal],P target(15%)[g],F target(25%)[g],C target(60%)[g],number of dishes,E[kcal],P[g],F[g],C[g],Salt[g],Vegetables[g],Score(1:worst 2:bad 3:good 4:best)
1,breakfast,female,32,157,48,1655,62,46,248,2,334,5.9,0.8,75.7,0.2,29,2
2,breakfast,female,35,161,55,2073,78,58,311,2,214,4.6,4.5,41.3,0.1,0,1
3,breakfast,female,26,159,51,2042,77,57,306,4,352,27.3,18.9,18.1,2.8,116,2
4,breakfast,female,48,164,57,1772,66,49,266,2,295,5.6,0.9,65.1,0.7,189,2
5,dinner,female,48,164,57,1772,66,49,266,5,876,41.5,34.2,96.3,6.4,54,2
6,lunch,female,48,164,57,1772,66,49,266,1,424,14.5,25.0,34.4,2.3,33,2
7,breakfast,female,48,164,57,1772,66,49,266,1,347,11.1,8.6,54.0,2.0,6,2
8,,,,,,1772,66,49,266,3,238,6.1,10.9,31.1,1.6,299,3
9,dinner,female,48,164,57,1772,66,49,266,1,563,22.5,20.3,67.9,2.2,125,2
10,lunch,female,48,164,57,1772,66,49,266,1,266,7.5,5.0,47.7,0.7,0,1
11,breakfast,female,48,164,57,1651,62,46,248,5,692,23.0,24.5,97.8,2.4,0,2
12,breakfast,female,49,152,56,1651,62,46,248,3,879,30.9,68.1,31.3,4.4,192,2
13,dinner,female,49,152,56,1651,62,46,248,3,503,26.8,13.3,64.7,1.3,20,2
14,lunch,female,49,152,56,2852,107,79,428,1,679,24.1,55.3,20.3,2.1,13,1
15,dinner,male,41,170,62,1655,62,46,248,1,514,21.7,12.8,72.7,3.4,43,2
16,dinner,female,32,157,48,3105,116,86,466,4,882,42.3,43.1,76.2,4.1,73,2
17,dinner,male,50,178,91,2007,75,56,301,2,450,9.5,24.4,48.2,6.1,50,2
18,lunch,female,31,158,52,1921,72,53,288,1,380,6.3,0.8,84.0,1.8,0,1
19,lunch,female,37,161,48,2105,79,58,316,2,389,16.2,3.6,71.0,5.0,6,2
20,lunch,male,39,173,58,2852,107,79,428,1,879,27.6,31.9,113.7,4.2,52,2
21,lunch,male,41,170,62,2042,77,57,306,2,118,4.6,8.1,8.2,2.0,115,2
22,dinner,female,26,159,51,1655,62,46,248,2,889,35.3,49.8,68.2,5.4,29,2
23,lunch,female,32,157,48,2042,77,57,306,2,972,30.0,35.6,124.8,2.7,65,2
24,dinner,female,26,159,51,2042,77,57,306,1,879,27.6,31.9,113.7,4.2,52,2
25,lunch,female,26,159,51,2042,77,57,306,2,372,16.7,17.3,36.0,1.5,9,2
26,breakfast,female,26,159,51,2042,77,57,306,1,710,19.4,18.4,112.2,2.4,150,4
27,dinner,female,26,159,51,2042,77,57,306,2,239,4.1,13.3,25.9,0.6,0,1
28,lunch,female,26,159,51,2042,77,57,306,1,38,0.5,1.2,6.1,0.0,0,1
29,breakfast,female,26,159,51,2042,77,57,306,1,662,26.5,10.5,108.4,5.5,16,2
30,dinner,female,26,159,51,2042,77,57,306,1,878,23.3,31.4,119.5,2.2,135,3
31,lunch,female,26,159,51,2042,77,57,306,1,38,0.5,1.2,6.1,0.0,0,1
32,breakfast,female,26,159,51,3105,116,86,466,4,734,18.4,38.6,79.7,3.5,221,3
33,lunch,male,50,178,91,2042,77,57,306,5,820,20.9,48.9,71.7,1.5,166,3
34,lunch,female,26,159,51,3105,116,86,466,3,591,11.8,2.3,126.0,2.7,0,1
35,breakfast,male,50,178,91,2811,105,78,422,1,678,18.4,17.2,108.6,3.6,171,3
36,lunch,male,40,177,74,2105,79,58,316,2,239,5.9,10.7,29.1,1.0,0,1
37,breakfast,male,39,173,58,2105,79,58,316,1,467,21.2,9.7,69.3,5.1,31,2
38,lunch,male,39,173,58,2105,79,58,316,3,779,23.8,41.3,77.5,3.5,20,2
39,breakfast,male,39,173,58,1921,72,53,288,2,131,5.0,3.5,20.1,1.4,30,1
40,breakfast,female,37,161,48,1651,62,46,248,4,597,24.0,29.7,59.5,2.9,20,3
41,breakfast,female,49,152,56,2517,94,70,377,3,551,19.3,16.3,78.7,3.2,0,2
42,dinner,male,22,165,60,2811,105,78,422,2,353,8.9,1.8,74.1,1.8,229,2
43,breakfast,male,40,177,74,2811,105,78,422,3,795,25.6,35.9,86.8,4.2,124,3
44,dinner,male,40,177,74,2073,78,58,311,2,412,6.0,17.2,60.2,0.1,0,2
45,breakfast,female,35,161,55,2042,77,57,306,5,1483,52.3,49.4,200.3,4.9,144,2
46,breakfast,female,26,159,51,2852,107,79,428,3,455,13.2,23.0,47.5,1.6,58,3
47,breakfast,male,41,170,62,2852,107,79,428,2,348,8.9,15.7,41.4,2.8,78,2
48,dinner,male,41,170,62,2042,77,57,306,2,767,29.2,22.8,103.8,3.2,0,2
49,dinner,female,26,159,51,1921,72,53,288,2,552,19.5,45.9,11.8,2.3,111,2
50,dinner,female,37,161,48,1655,62,46,248,5,826,39.9,19.5,117.9,5.8,31,2
51,dinner,female,32,157,48,1651,62,46,248,2,855,21.0,30.4,119.2,3.2,215,3
52,lunch,female,49,152,56,1651,62,46,248,5,983,31.2,49.9,103.4,3.7,20,2
53,breakfast,female,49,152,56,1655,62,46,248,5,780,31.3,15.4,128.1,5.8,169,3
54,dinner,female,32,157,48,1655,62,46,248,7,850,29.3,32.7,105.8,3.1,30,2
55,lunch,female,32,157,48,1655,62,46,248,2,602,17.6,19.6,90.2,1.7,0,1
56,breakfast,female,32,157,48,1655,62,46,248,4,653,25.4,22.9,84.2,5.9,201,4
57,dinner,female,32,157,48,1655,62,46,248,2,280,6.7,0.9,58.7,0.6,0,1
58,lunch,female,32,157,48,1655,62,46,248,4,837,52.7,17.5,114.0,3.9,42,2
59,dinner,female,32,157,48,1655,62,46,248,1,290,12.9,8.9,36.3,1.4,12,1
60,lunch,female,32,157,48,2527,95,70,379,3,409,8.5,12.5,63.7,2.0,81,2
61,breakfast,male,34,167,63,1921,72,53,288,1,190,3.1,0.4,42.0,0.9,0,1
62,lunch,female,37,161,48,1655,62,46,248,1,612,43.6,8.1,85.1,4.4,13,2
63,dinner,female,32,157,48,1655,62,46,248,1,290,12.9,8.9,36.3,1.4,12,1
64,lunch,female,32,157,48,1655,62,46,248,5,664,28.4,13.8,105.2,5.9,26,2
65,lunch,female,32,157,48,2811,105,78,422,1,737,28.2,27.6,85.8,1.4,50,2
66,lunch,male,40,177,74,2811,105,78,422,2,926,29.5,32.7,119.4,2.7,0,1
67,breakfast,male,40,177,74,2517,94,70,377,1,732,19.0,19.4,115.2,2.2,135,3
68,lunch,male,22,165,60,2042,77,57,306,1,38,0.5,1.2,6.1,0.0,0,1
69,lunch,female,26,159,51,2073,78,58,311,2,462,15.6,25.5,43.7,1.5,0,2
70,breakfast,female,35,161,55,1921,72,53,288,3,332,8.0,3.9,64.7,1.4,30,2
71,breakfast,female,37,161,48,2042,77,57,306,1,38,0.5,1.2,6.1,0.0,0,1
72,breakfast,female,26,159,51,3105,116,86,466,1,76,1.1,0.2,19.5,0.0,0,1
73,breakfast,male,50,178,91,2517,94,70,377,3,1258,40.6,57.8,132.3,2.1,58,2
74,dinner,male,22,165,60,2811,105,78,422,3,1075,33.1,60.0,91.6,4.0,79,2
75,dinner,male,40,177,74,1772,66,49,266,2,436,8.2,11.6,71.6,1.1,28,2
76,dinner,female,48,164,57,1772,66,49,266,2,1042,28.4,49.1,116.5,5.0,100,2
77,lunch,female,48,164,57,1772,66,49,266,2,500,13.2,32.0,38.3,1.8,0,2
78,breakfast,female,48,164,57,2073,78,58,311,2,606,18.7,31.3,59.2,2.9,151,2
79,dinner,female,35,161,55,2042,77,57,306,2,181,6.6,8.2,22.8,0.2,0,1
80,dinner,female,26,159,51,2042,77,57,306,2,393,7.2,22.9,39.7,1.2,33,2
81,lunch,female,26,159,51,3105,116,86,466,2,401,8.7,1.9,84.0,1.8,0,1
82,breakfast,male,50,178,91,2073,78,58,311,7,886,50.1,48.9,54.9,5.0,210,2
83,lunch,female,35,161,55,2517,94,70,377,3,797,30.7,24.1,108.6,3.9,105,3
84,lunch,male,22,165,60,2517,94,70,377,1,38,0.5,1.2,6.1,0.0,0,1
85,breakfast,male,22,165,60,2811,105,78,422,1,698,26.6,15.3,108.7,3.1,106,3
86,lunch,male,40,177,74,2042,77,57,306,1,732,19.0,19.4,115.2,2.2,135,3
87,breakfast,female,26,159,51,2105,79,58,316,2,393,12.5,13.1,54.2,3.2,58,2
88,lunch,male,39,173,58,2105,79,58,316,2,355,8.8,16.1,43.1,1.5,0,1
89,breakfast,male,39,173,58,1921,72,53,288,3,740,21.5,46.8,56.1,2.7,242,2
90,lunch,female,37,161,48,2007,75,56,301,3,603,18.4,40.4,41.4,4.4,205,3
91,lunch,female,31,158,52,1921,72,53,288,3,195,3.5,0.4,48.3,0.0,0,1
92,breakfast,female,37,161,48,2811,105,78,422,3,1074,32.4,65.6,80.0,4.5,173,3
93,dinner,male,40,177,74,2811,105,78,422,1,405,17.0,5.9,66.7,1.5,5,2
94,breakfast,male,40,177,74,2073,78,58,311,4,367,8.9,9.5,62.6,0.8,189,2
95,breakfast,female,35,161,55,1772,66,49,266,3,514,10.1,17.5,76.1,1.4,78,2
96,dinner,female,48,164,57,1772,66,49,266,2,631,21.0,28.7,71.7,2.9,20,2
97,lunch,female,48,164,57,1772,66,49,266,3,394,9.7,12.5,58.1,1.0,0,2
98,breakfast,female,48,164,57,1772,66,49,266,3,509,10.4,21.5,64.4,1.9,135,3
99,dinner,female,48,164,57,1772,66,49,266,2,133,3.6,3.9,20.7,0.4,0,1
100,breakfast,female,48,164,57,2517,94,70,377,5,1328,40.8,69.7,126.1,4.3,78,2
101,dinner,female,37,161,48,1921,72,53,288,1,404,11.5,15.5,51.9,2.4,86,2
102,dinner,male,23,176,56,2175,82,60,326,6,676,40.3,21.8,76.5,5.0,145,4
103,lunch,male,23,176,56,2175,82,60,326,2,457,10.5,9.1,79.8,1.7,8,1
104,breakfast,male,23,176,56,2175,82,60,326,3,472,22.8,11.4,69.4,3.3,0,2
105,dinner,female,26,159,51,2042,77,57,306,1,993,39.8,15.8,162.5,8.3,24,2
106,lunch,female,26,159,51,2042,77,57,306,2,389,13.4,26.4,22.6,1.3,0,2
107,dinner,female,35,161,55,2073,78,58,311,6,738,25.1,33.8,79.5,4.8,156,4
108,lunch,female,35,161,55,2073,78,58,311,4,474,15.3,12.9,72.7,3.3,120,3
109,lunch,male,40,177,74,2811,105,78,422,1,651,32.8,48.0,16.0,1.8,0,1
110,breakfast,male,40,177,74,2811,105,78,422,2,560,13.4,16.7,85.5,2.9,166,3
111,dinner,female,37,161,48,1921,72,53,288,1,364,15.2,12.7,44.2,1.4,22,2
112,lunch,female,37,161,48,1921,72,53,288,2,475,7.8,1.2,104.5,2.2,0,1
113,breakfast,female,37,161,48,1921,72,53,288,1,404,12.3,11.9,62.3,1.0,103,1
114,breakfast,male,39,173,58,2105,79,58,316,3,422,13.1,16.3,55.0,1.7,0,2
115,lunch,male,34,167,63,2527,95,70,379,2,650,20.1,28.8,77.1,2.5,3,2
116,breakfast,male,34,167,63,2527,95,70,379,2,298,7.6,2.3,59.4,1.5,0,1
117,lunch,male,22,165,60,2517,94,70,377,3,535,14.5,12.7,87.7,3.9,5,2
118,lunch,male,33,173,70,2733,102,76,410,1,358,8.6,15.8,45.5,5.5,0,1
119,dinner,male,33,173,70,2733,102,76,410,5,623,51.9,13.9,68.1,6.0,247,3
120,breakfast,male,33,173,70,2733,102,76,410,3,352,16.1,10.0,49.0,1.2,0,2
121,breakfast,male,40,172,65,2582,97,72,387,1,732,19.0,19.4,115.2,2.2,135,3
122,breakfast,female,35,161,55,2073,78,58,311,5,383,10.5,5.8,70.5,1.3,0,2
123,dinner,female,35,161,55,2073,78,58,311,3,554,28.1,16.3,74.3,5.4,81,3
124,lunch,female,35,161,55,2073,78,58,311,2,694,38.6,11.6,104.0,4.6,16,2
125,dinner,male,34,167,63,2527,95,70,379,7,976,41.4,53.9,74.7,3.1,123,3
126,dinner,male,22,165,60,2517,94,70,377,3,958,31.9,48.3,93.8,6.3,321,3
127,lunch,male,22,165,60,2517,94,70,377,1,274,7.2,5.1,49.8,5.5,0,1
128,lunch,male,34,167,63,2527,95,70,379,1,678,16.7,22.1,97.4,2.2,31,2
129,breakfast,female,35,161,55,2073,78,58,311,2,589,14.7,6.2,117.5,1.7,0,2
130,breakfast,male,34,167,63,2527,95,70,379,5,787,29.3,24.4,113.8,4.0,49,2
131,dinner,female,48,164,57,1772,66,49,266,2,732,22.8,22.0,104.4,1.7,26,2
132,lunch,female,48,164,57,1772,66,49,266,3,902,37.2,33.5,107.5,3.6,103,2
133,lunch,female,48,164,57,1772,66,49,266,2,767,23.5,34.3,87.6,2.4,13,2
134,dinner,male,22,165,60,2517,94,70,377,1,499,21.5,11.4,73.1,5.2,31,2
135,lunch,male,22,165,60,2517,94,70,377,1,632,31.9,47.5,13.3,1.6,0,1
136,dinner,male,40,163,68,2189,82,61,328,5,1927,84.0,96.7,165.7,13.3,266,1
137,dinner,male,34,167,63,2527,95,70,379,3,614,34.8,15.9,80.7,2.5,291,3
138,dinner,female,35,161,55,2073,78,58,311,5,545,25.0,15.9,73.4,4.1,144,4
139,dinner,male,40,163,68,2189,82,61,328,2,1314,29.8,24.3,239.8,4.8,94,2
140,lunch,male,40,163,68,2189,82,61,328,2,361,5.8,18.3,43.2,0.1,0,1
141,breakfast,male,40,163,68,2189,82,61,328,2,691,17.6,21.7,106.1,2.6,3,2
142,lunch,female,35,161,55,2073,78,58,311,1,657,20.4,28.8,73.9,2.7,54,2
143,breakfast,female,35,161,55,2073,78,58,311,4,489,17.5,13.8,75.0,1.5,0,2
144,breakfast,female,48,164,57,1772,66,49,266,1,32,1.1,0.0,8.1,0.4,189,1
145,breakfast,male,34,167,63,2527,95,70,379,4,929,26.0,47.2,101.2,2.8,0,2
146,breakfast,male,22,165,60,2517,94,70,377,1,38,0.5,1.2,6.1,0.0,0,1
147,dinner,female,48,164,57,1772,66,49,266,3,746,35.2,32.2,73.9,4.8,73,3
148,lunch,female,48,164,57,1772,66,49,266,2,858,20.9,43.2,88.3,1.6,6,2
149,dinner,female,35,161,55,2073,78,58,311,3,657,35.6,34.9,46.4,5.9,156,2
150,breakfast,female,48,164,57,1772,66,49,266,3,324,7.6,1.7,71.8,1.2,189,2
151,dinner,male,34,167,63,2527,95,70,379,4,847,28.7,33.1,81.5,3.9,78,2
152,lunch,male,34,167,63,2527,95,70,379,2,604,12.1,25.2,80.9,1.8,8,2
153,lunch,male,40,163,68,2189,82,61,328,2,891,28.9,56.0,58.8,1.5,13,2
154,lunch,female,35,161,55,2073,78,58,311,5,707,33.4,25.7,80.1,2.9,50,3
155,lunch,male,40,172,65,2582,97,72,387,1,810,33.8,47.7,56.4,5.9,249,2
156,breakfast,male,38,167,65,2544,95,71,382,1,196,4.8,0.6,41.4,1.1,0,1
157,lunch,male,33,167,70,2674,100,74,401,1,467,21.2,9.7,69.3,5.1,31,2
158,breakfast,female,36,158,48,1626,61,45,244,3,439,9.1,14.0,67.6,2.4,171,3
159,breakfast,male,41,166,67,2557,96,71,384,3,661,20.3,8.1,122.7,2.5,3,2
160,lunch,male,41,166,67,2557,96,71,384,1,961,38.0,50.0,89.9,7.7,130,2
161,lunch,male,39,173,58,2105,79,58,316,3,724,30.0,27.1,84.4,4.9,129,3
162,breakfast,male,40,177,74,2811,105,78,422,1,497,20.8,2.3,93.8,2.8,38,2
163,breakfast,female,35,161,55,2073,78,58,311,3,464,14.0,9.9,79.6,1.8,3,2
164,breakfast,male,34,167,63,2527,95,70,379,3,409,16.5,7.6,67.1,2.5,3,2
165,breakfast,male,39,173,58,2105,79,58,316,3,422,13.1,16.3,55.0,1.7,0,1
166,dinner,male,39,173,58,2105,79,58,316,5,1051,53.9,56.7,76.9,4.1,103,3
167,dinner,female,48,164,57,1772,66,49,266,1,662,14.3,24.0,92.2,1.7,108,3
168,dinner,female,35,161,55,2073,78,58,311,4,549,18.5,25.1,64.0,3.9,358,4
169,dinner,male,40,163,68,2189,82,61,328,4,1202,50.4,19.9,197.8,8.5,109,3
170,dinner,male,34,167,63,2527,95,70,379,5,1328,49.9,88.3,80.6,4.0,140,3
171,lunch,male,24,162,84,3380,127,94,507,2,657,25.2,31.2,62.4,1.4,0,2
172,lunch,male,40,163,68,2189,82,61,328,2,874,25.2,25.5,130.7,2.4,135,3
173,lunch,male,23,176,56,2175,82,60,326,3,755,26.9,22.6,105.2,4.7,36,2
174,breakfast,male,23,176,56,2175,82,60,326,1,123,5.5,0.9,23.1,0.2,0,1
175,lunch,male,39,173,58,2105,79,58,316,1,575,25.7,34.3,38.3,3.1,60,2
176,breakfast,male,39,173,58,2105,79,58,316,4,549,13.6,32.0,50.6,1.8,91,3
177,lunch,female,48,164,57,1772,66,49,266,3,697,23.0,38.7,64.6,4.2,90,2
178,breakfast,female,48,164,57,1772,66,49,266,1,693,22.3,17.1,108.0,4.0,12,1
179,breakfast,female,48,164,57,1772,66,49,266,1,1040,33.4,25.7,162.1,6.0,18,1
180,lunch,female,35,161,55,2073,78,58,311,5,594,25.9,19.8,73.7,3.3,143,4
181,lunch,male,40,172,65,2582,97,72,387,1,575,25.7,34.3,38.3,3.1,60,2
182,lunch,male,34,167,63,2527,95,70,379,1,609,17.2,28.9,64.6,3.5,40,2
183,breakfast,male,34,167,63,2527,95,70,379,2,298,7.6,2.3,59.4,1.5,0,1
184,breakfast,female,35,161,55,2073,78,58,311,4,406,11.1,6.5,78.1,1.0,0,2
185,breakfast,male,41,166,67,2557,96,71,384,1,252,3.8,0.5,55.7,0.0,0,1
186,dinner,female,35,161,55,2073,78,58,311,3,847,37.3,33.8,93.6,7.7,208,3
187,dinner,male,40,163,68,2189,82,61,328,2,674,25.8,32.2,63.8,2.7,0,2
188,lunch,male,34,167,63,2527,95,70,379,2,753,21.7,34.4,88.3,2.7,33,2
189,breakfast,male,34,167,63,2527,95,70,379,2,298,7.6,2.3,59.4,1.5,0,1
190,dinner,male,34,167,63,2527,95,70,379,3,840,32.2,25.3,118.3,6.2,177,4
191,dinner,female,48,164,57,1772,66,49,266,4,857,35.1,36.1,91.3,4.3,60,3
192,breakfast,male,35,169,60,2247,84,62,337,2,561,21.1,17.1,81.1,4.0,246,4
193,dinner,male,35,169,60,2247,84,62,337,3,878,29.4,30.2,116.7,5.4,82,2
194,lunch,male,35,169,60,2247,84,62,337,1,477,22.2,9.7,70.7,5.1,31,2
195,breakfast,male,35,169,60,2247,84,62,337,2,367,7.7,10.7,60.0,0.5,0,1
196,dinner,male,35,169,60,2247,84,62,337,2,652,22.3,42.6,42.2,3.3,125,2
197,lunch,male,35,169,60,2247,84,62,337,2,786,32.7,45.4,60.5,2.7,105,3
198,breakfast,male,35,169,60,2247,84,62,337,2,415,9.2,19.9,49.6,1.1,0,1
199,dinner,female,31,158,52,2007,75,56,301,2,552,24.7,13.3,32.8,4.4,158,2
200,lunch,female,31,158,52,2007,75,56,301,2,448,25.5,12.2,56.6,0.8,0,2
201,breakfast,female,31,158,52,2007,75,56,301,1,84,1.2,5.0,8.2,0.0,0,1
202,lunch,male,38,165,65,2886,108,80,433,1,702,23.1,17.9,105.9,2.9,16,2
203,lunch,male,39,173,58,2105,79,58,316,2,923,35.0,33.1,114.7,6.2,52,2
204,lunch,male,40,163,68,2189,82,61,328,1,619,31.1,27.5,58.8,3.6,91,3
205,lunch,female,26,159,51,2042,77,57,306,2,917,28.2,33.2,119.8,4.3,52,2
206,breakfast,female,26,159,51,2042,77,57,306,2,607,18.7,17.4,93.6,2.2,0,1
207,lunch,female,48,164,57,1772,66,49,266,2,549,17.1,22.8,66.6,3.2,50,2
208,breakfast,female,48,164,57,1772,66,49,266,3,380,11.8,7.0,65.2,1.2,189,3
209,lunch,female,35,161,55,2073,78,58,311,5,505,22.1,15.5,65.2,2.5,76,3
210,lunch,male,40,172,65,2582,97,72,387,1,934,29.5,34.3,118.6,2.7,65,2
211,breakfast,male,38,165,65,2886,108,80,433,2,329,11.8,13.7,39.8,1.8,85,2
212,breakfast,female,35,161,55,2073,78,58,311,6,503,13.8,9.1,95.0,1.5,189,3
213,breakfast,male,39,173,58,2105,79,58,316,3,487,10.0,29.0,45.7,1.7,91,2
214,dinner,male,23,176,56,2175,82,60,326,5,1087,28.1,71.8,74.3,5.6,89,2
215,lunch,male,23,176,56,2175,82,60,326,6,971,42.8,42.3,102.4,5.8,148,3
216,breakfast,male,23,176,56,2175,82,60,326,3,419,18.5,16.2,47.8,1.8,0,2
217,dinner,female,35,161,55,2073,78,58,311,7,735,38.5,28.4,75.3,4.1,98,3
218,lunch,male,38,165,65,2886,108,80,433,1,961,38.0,50.0,89.9,7.7,130,2
219,lunch,male,39,173,58,2105,79,58,316,1,878,23.3,31.4,119.5,2.2,135,3
220,lunch,female,26,159,51,2042,77,57,306,3,476,20.8,35.4,16.1,3.1,129,2
221,lunch,female,43,160,48,2020,76,56,303,3,810,26.9,37.3,86.3,3.9,97,3
222,lunch,male,38,167,65,2544,95,71,382,1,801,36.9,56.7,27.2,2.0,50,1
223,breakfast,male,38,167,65,2544,95,71,382,1,421,29.3,25.3,16.0,4.6,276,1
224,lunch,female,35,161,55,2073,78,58,311,4,468,21.3,11.1,67.5,3.5,64,3
225,lunch,male,40,172,65,2582,97,72,387,1,688,18.4,29.7,80.2,4.6,20,2
226,breakfast,male,39,173,58,2105,79,58,316,2,355,8.8,16.1,43.1,1.5,0,1
227,breakfast,female,26,159,51,2042,77,57,306,2,331,10.6,9.9,49.7,1.1,0,1
228,breakfast,female,43,160,48,2020,76,56,303,4,612,25.1,17.6,86.5,3.9,266,4
229,dinner,female,43,160,48,2020,76,56,303,3,309,43.6,5.7,23.0,6.5,165,2
230,breakfast,female,35,161,55,2073,78,58,311,5,477,12.6,7.7,93.2,1.4,189,3
231,dinner,female,35,161,55,2073,78,58,311,5,894,36.4,33.7,105.9,5.7,150,3
232,dinner,female,43,160,48,2020,76,56,303,3,260,13.0,5.0,40.7,1.8,73,2
233,lunch,female,43,160,48,2020,76,56,303,4,1156,27.7,95.9,41.7,5.3,268,2
234,breakfast,female,43,160,48,2020,76,56,303,3,336,9.2,5.6,60.1,2.4,3,1
235,lunch,female,43,160,48,2020,76,56,303,6,872,36.5,37.4,93.2,7.2,186,3
236,breakfast,female,43,160,48,2020,76,56,303,3,644,22.2,4.2,127.3,7.4,198,4
237,lunch,male,39,173,58,2105,79,58,316,2,863,20.2,32.3,117.7,2.4,226,4
238,breakfast,male,38,167,65,2544,95,71,382,1,317,23.6,18.5,10.4,1.9,10,1
239,lunch,male,38,167,65,2544,95,71,382,1,692,15.3,28.8,87.7,2.3,30,2
240,lunch,female,35,161,55,2073,78,58,311,4,624,31.0,32.8,51.4,4.1,99,3
241,lunch,male,23,176,56,2175,82,60,326,3,947,31.9,28.5,138.3,3.5,313,4
242,breakfast,male,23,176,56,2175,82,60,326,2,329,11.8,13.7,39.8,1.8,85,2
243,breakfast,female,35,161,55,2073,78,58,311,5,453,14.1,12.2,74.6,1.4,29,2
244,breakfast,male,23,170,57,2142,80,60,321,1,570,27.8,35.3,36.3,2.4,54,2
245,breakfast,male,39,173,58,2105,79,58,316,2,355,8.8,16.1,43.1,1.5,0,1
246,dinner,male,23,170,57,2142,80,60,321,2,1083,40.7,45.9,120.0,6.6,108,2
247,dinner,male,23,170,57,2142,80,60,321,2,878,26.6,27.5,92.6,4.8,86,2
248,lunch,male,23,170,57,2142,80,60,321,1,696,34.0,12.2,106.9,4.2,52,2
249,dinner,male,23,170,57,2142,80,60,321,2,340,17.5,3.6,55.7,1.3,0,2
250,lunch,male,23,170,57,2142,80,60,321,1,626,18.5,13.7,100.9,2.5,0,2
251,dinner,male,23,170,57,2142,80,60,321,1,467,21.2,9.7,69.3,5.1,31,2
252,lunch,male,23,170,57,2142,80,60,321,1,344,15.2,2.5,66.1,4.0,6,2
253,breakfast,male,23,170,57,2142,80,60,321,1,162,3.1,6.5,21.8,0.2,0,1
254,dinner,female,35,161,55,2073,78,58,311,2,651,28.5,37.4,47.7,3.2,60,2
255,dinner,male,39,173,58,2105,79,58,316,5,650,38.0,43.2,24.9,6.1,118,2
256,lunch,male,39,173,58,2105,79,58,316,1,843,17.1,32.0,115.3,2.1,135,3
257,dinner,male,35,169,60,2247,84,62,337,3,603,15.5,28.9,69.7,3.4,7,2
258,lunch,male,35,169,60,2247,84,62,337,2,987,19.9,47.3,115.1,4.5,122,2
259,breakfast,male,35,169,60,2247,84,62,337,2,282,5.2,8.9,45.3,0.3,0,1
260,lunch,female,35,161,55,2073,78,58,311,3,648,25.8,9.8,116.0,7.1,107,3
261,breakfast,male,39,173,58,2105,79,58,316,2,355,8.8,16.1,43.1,1.5,0,1
262,dinner,male,39,173,58,2105,79,58,316,1,798,34.4,18.3,117.0,8.3,50,2
263,breakfast,female,35,161,55,2073,78,58,311,4,487,14.5,21.7,58.9,1.1,8,2
264,dinner,male,24,162,84,3380,127,94,507,1,429,16.7,29.7,22.6,2.5,63,2
265,dinner,male,24,162,84,3380,127,94,507,1,429,16.7,29.7,22.6,2.5,63,2
266,dinner,male,24,162,84,3380,127,94,507,1,429,16.7,29.7,22.6,2.5,63,2
267,dinner,male,35,169,60,2247,84,62,337,3,1226,41.3,52.5,134.6,6.7,37,2
268,lunch,male,35,169,60,2247,84,62,337,1,735,34.2,48.6,37.8,4.2,82,2
269,breakfast,male,35,169,60,2247,84,62,337,2,307,6.2,13.5,40.4,0.7,0,1
270,dinner,male,35,169,60,2247,84,62,337,5,1023,40.3,56.7,27.3,3.7,93,2
271,lunch,male,35,169,60,2247,84,62,337,4,614,12.9,7.3,124.3,1.8,0,2
272,breakfast,male,35,169,60,2247,84,62,337,2,398,15.4,16.2,47.3,2.0,85,2
273,dinner,male,35,169,60,2247,84,62,337,2,402,6.5,31.9,21.9,1.8,166,2
274,lunch,male,35,169,60,2247,84,62,337,2,1132,28.9,58.7,112.3,3.2,71,2
275,breakfast,male,35,169,60,2247,84,62,337,3,370,8.1,7.7,67.3,1.6,3,2
276,breakfast,female,26,159,51,2042,77,57,306,1,849,12.9,37.7,110.6,3.2,65,2
277,dinner,female,35,161,55,2073,78,58,311,4,713,26.5,30.3,81.5,7.3,140,4
278,dinner,male,39,173,58,2105,79,58,316,2,442,11.8,3.7,86.2,0.7,4,2
279,dinner,male,39,173,58,2105,79,58,316,6,568,41.9,33.2,25.5,6.0,86,2
280,lunch,female,35,161,55,2073,78,58,311,4,495,8.6,26.7,56.5,2.1,100,3
281,lunch,male,39,173,58,2105,79,58,316,2,720,27.4,25.1,89.8,1.2,2,2
282,breakfast,male,39,173,58,2105,79,58,316,3,364,15.8,12.6,46.6,2.0,85,3
283,breakfast,female,35,161,55,2073,78,58,311,4,418,13.1,15.4,57.4,0.7,8,2
284,dinner,male,23,176,56,2175,82,60,326,4,1007,48.9,43.9,97.3,9.1,297,2
285,dinner,male,24,162,84,3380,127,94,507,1,1319,41.4,47.9,170.5,6.4,78,2
286,dinner,female,35,161,55,2073,78,58,311,5,704,33.3,26.0,83.3,4.9,206,4
287,lunch,male,24,162,84,3380,127,94,507,2,1194,62.8,26.0,166.7,9.2,205,3
288,lunch,male,35,170,65,2591,97,72,389,1,732,19.0,19.4,115.2,2.2,135,3
289,breakfast,male,39,170,60,2115,79,59,317,3,509,12.2,14.9,80.0,2.3,87,2
290,dinner,male,39,173,58,2105,79,58,316,3,1068,37.0,61.5,56.0,4.4,173,2
291,lunch,female,35,161,55,2073,78,58,311,4,536,19.2,15.2,77.7,3.5,189,4
292,lunch,male,39,173,58,2105,79,58,316,3,901,22.9,43.0,105.1,5.1,11,2
293,breakfast,female,43,160,48,2020,76,56,303,2,507,21.6,24.1,50.7,3.3,63,2
